Employee_ID,Department,Job_Role,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition
443,Finance,Finance Manager,Master,25,3.0,5721.8,65.0,2021-05-11,No
822,Finance,Financial Analyst,Master,40,1.0,5924.26,53.0,2023-08-01,No
747,Finance,Finance Manager,Bachelor,48,1.0,3432.67,78.0,2023-01-12,Yes
297,Engineering,Software Engineer,Master,27,1.0,6210.77,80.0,2023-07-05,No
500,Sales,Account Rep,Bachelor,24,6.0,5178.46,63.0,2018-04-05,No
573,Marketing,Marketing Manager,Master,28,0.0,6000.25,75.0,2024-08-09,No
262,Engineering,QA Engineer,High School,38,11.0,6946.51,85.0,2013-07-19,No
805,Engineering,QA Engineer,Master,38,4.0,6145.43,82.0,2020-12-21,No
866,Marketing,Marketing Manager,Bachelor,47,2.0,5009.33,94.0,2022-02-10,No
683,Sales,Sales Executive,Bachelor,33,1.0,5192.02,74.0,2023-07-23,No
558,Engineering,Senior Engineer,High School,31,0.0,4139.57,71.0,2024-03-27,Yes
612,Engineering,QA Engineer,High School,34,3.0,3438.84,68.0,2021-04-01,No
622,Finance,Accountant,Master,38,6.0,6960.62,49.0,2015-03-20,No
529,Marketing,Marketing Manager,High School,34,1.0,4386.22,66.0,2023-02-11,No
882,HR,HR Specialist,Master,55,0.0,4688.18,66.0,2024-11-10,No
189,HR,HR Manager,Master,30,0.0,5279.84,66.0,2024-08-15,No
252,Marketing,Content Specialist,Bachelor,40,1.0,4789.55,81.0,2023-07-26,No
102,Engineering,Software Engineer,Bachelor,37,1.0,4001.67,63.0,2023-09-02,Yes
946,Sales,Sales Manager,Master,58,2.0,5480.57,73.0,2022-10-21,No
398,Finance,Accountant,Bachelor,27,0.0,3555.2,82.0,2024-08-11,Yes
888,Sales,Sales Manager,Bachelor,43,7.0,5701.6,59.0,2017-10-04,No
566,Sales,Account Rep,Bachelor,37,5.0,4915.31,48.0,2019-03-18,No
668,Sales,Sales Executive,Master,40,2.0,4547.95,93.0,2022-06-04,No
996,Engineering,QA Engineer,Bachelor,51,0.0,3142.52,90.0,2024-11-27,No
772,Sales,Sales Executive,Master,37,5.0,6181.97,88.0,2019-06-11,No
331,Engineering,Senior Engineer,Master,21,1.4,3767.41,65.0,2017-06-27,No
599,Sales,Sales Executive,High School,44,1.0,2944.51,83.0,2023-01-17,Yes
366,Finance,Accountant,Bachelor,21,1.8,3799.35,63.0,2024-04-13,Yes
282,Sales,Sales Manager,Bachelor,45,5.0,5877.57,80.0,2019-01-17,No
867,Sales,Account Rep,Master,34,0.0,4697.13,75.0,2024-12-12,No
782,Engineering,QA Engineer,High School,37,4.0,4473.91,79.0,2020-10-13,No
814,Marketing,Marketing Analyst,Bachelor,27,0.0,3745.66,92.0,2024-09-19,No
854,Marketing,Marketing Analyst,High School,31,0.0,2932.07,61.0,2024-02-18,Yes
464,Marketing,Marketing Analyst,Bachelor,31,1.0,3869.51,67.0,2023-06-18,Yes
800,Marketing,Marketing Manager,Bachelor,34,13.0,9661.4,58.0,2011-06-25,No
208,Engineering,QA Engineer,High School,33,1.8,3888.78,88.0,2023-11-11,No
514,Finance,Accountant,Bachelor,30,7.0,5793.83,71.0,2017-09-16,No
219,Sales,Account Rep,PhD,43,0.0,4704.39,77.0,2024-03-02,No
240,Marketing,Marketing Manager,Bachelor,34,0.0,2988.34,68.0,2024-01-17,Yes
964,Marketing,Content Specialist,Bachelor,33,11.0,6131.63,52.0,2013-01-01,No
356,Sales,Account Rep,Bachelor,36,5.0,5932.51,57.0,2019-07-14,No
565,Sales,Account Rep,Master,35,3.0,5320.05,72.0,2021-07-09,No
193,Finance,Finance Manager,Master,41,1.0,4650.98,76.0,2023-09-01,Yes
281,Engineering,QA Engineer,Master,27,1.0,5540.93,98.0,2023-01-21,Yes
192,Sales,Account Rep,High School,22,0.0,3149.39,74.0,2024-09-19,No
408,Marketing,Marketing Analyst,High School,38,1.0,3946.57,54.0,2023-09-23,No
431,Finance,Finance Manager,Bachelor,35,3.0,3631.26,77.0,2021-07-27,Yes
686,HR,HR Manager,Bachelor,37,1.0,4101.09,64.0,2023-09-17,No
133,Sales,Sales Manager,Bachelor,37,4.0,6489.87,72.0,2020-10-04,No
708,Engineering,QA Engineer,Bachelor,35,5.0,4865.15,75.0,2019-03-15,No
524,Finance,Finance Manager,Bachelor,32,2.0,3827.04,68.0,2022-05-11,No
721,HR,HR Specialist,Bachelor,40,2.0,5777.41,59.0,2022-07-08,No
552,Sales,Sales Manager,Bachelor,41,1.0,3888.78,86.0,2023-04-27,No
71,Finance,Accountant,Bachelor,37,1.0,3813.51,59.0,2023-09-21,No
273,Engineering,Software Engineer,Master,32,3.0,6759.84,81.0,2021-04-18,No
113,Sales,Sales Manager,Master,34,12.0,7479.38,92.0,2012-09-18,No
328,Marketing,Marketing Analyst,High School,26,0.0,2358.94,77.0,2024-02-01,No
116,Engineering,Senior Engineer,High School,42,1.0,3011.27,100.0,2023-03-03,Yes
324,Marketing,Marketing Analyst,High School,40,4.0,2975.57,53.0,2020-04-12,No
38,Finance,Accountant,PhD,33,7.0,7814.6,72.0,2017-08-10,No
868,Marketing,Marketing Analyst,Bachelor,27,1.0,4196.46,51.0,2023-08-13,No
424,Engineering,Software Engineer,High School,35,2.0,4377.58,93.0,2022-11-15,Yes
906,Marketing,Marketing Analyst,Bachelor,55,3.0,3538.86,71.0,2021-04-19,No
835,Sales,Sales Manager,Bachelor,38,2.0,3532.25,71.0,2022-03-04,Yes
948,Engineering,QA Engineer,Bachelor,43,6.0,5411.22,78.0,2018-04-12,No
516,Marketing,Marketing Manager,Master,42,1.0,5145.76,57.0,2023-05-19,No
531,Marketing,Marketing Manager,Bachelor,52,11.0,6318.16,86.0,2013-08-11,Yes
603,HR,HR Specialist,PhD,30,2.0,7320.74,57.0,2022-04-15,Yes
755,Marketing,Marketing Manager,Bachelor,33,2.0,4489.92,94.0,2024-05-09,No
654,Engineering,QA Engineer,Master,40,6.0,6197.29,67.0,2018-01-10,No
279,Engineering,QA Engineer,High School,34,0.0,3785.09,63.0,2024-04-02,Yes
840,Marketing,Marketing Analyst,PhD,44,5.0,5787.71,65.0,2019-03-07,No
695,Sales,Account Rep,PhD,30,0.0,7626.83,70.0,2024-12-13,No
3,Sales,Account Rep,Bachelor,34,3.0,3577.61,73.0,2021-07-18,No
230,Sales,Account Rep,Master,36,6.0,5497.3,70.0,2018-03-06,No
504,HR,HR Manager,Master,29,8.0,8564.48,54.0,2016-10-18,No
991,Engineering,QA Engineer,Master,33,2.0,6394.98,75.0,2022-06-26,No
869,Engineering,Senior Engineer,Bachelor,42,2.0,5229.79,51.0,2022-09-14,Yes
915,Finance,Finance Manager,Master,21,10.0,8564.61,88.0,2014-10-14,No
619,Engineering,Software Engineer,Master,26,2.0,4659.39,68.0,2022-03-24,No
200,Marketing,Content Specialist,Master,34,2.0,5599.99,69.0,2022-05-17,No
917,Engineering,Software Engineer,High School,30,4.0,4950.75,79.0,2020-09-27,No
955,HR,Recruiter,Bachelor,47,2.0,4419.22,62.0,2022-12-19,No
438,Engineering,Software Engineer,Bachelor,29,0.0,5425.67,65.0,2024-10-26,No
656,Engineering,Software Engineer,Bachelor,43,0.0,4084.2,81.0,2024-02-01,No
66,Finance,Accountant,High School,34,3.0,4293.33,80.6,2021-06-25,No
308,Sales,Account Rep,Bachelor,24,1.0,3354.01,65.0,2023-02-19,No
41,Marketing,Marketing Manager,Bachelor,34,2.0,3755.55,49.0,2022-05-11,Yes
591,Engineering,Senior Engineer,Bachelor,31,2.0,3461.73,63.0,2022-07-17,No
795,Finance,Finance Manager,Master,32,0.0,6034.21,71.0,2024-11-08,No
697,Engineering,Senior Engineer,Master,24,3.0,4761.48,74.0,2021-09-23,No
505,Sales,Sales Manager,Bachelor,21,0.0,4475.56,82.0,2024-03-20,No
542,Sales,Sales Manager,PhD,22,3.0,7834.41,75.0,2021-03-27,No
50,Engineering,QA Engineer,Bachelor,50,7.0,5537.75,81.0,2017-08-05,No
604,Engineering,Senior Engineer,Master,33,4.0,5580.69,80.0,2020-11-25,No
274,HR,HR Manager,Master,25,2.0,4751.14,72.0,2022-04-15,No
745,Finance,Finance Manager,Bachelor,57,3.0,4474.04,61.0,2021-03-26,No
702,HR,HR Specialist,PhD,40,1.0,6591.78,63.0,2023-06-17,No
687,Sales,Sales Executive,Bachelor,32,11.0,6852.9,73.0,2013-03-06,Yes
178,Finance,Financial Analyst,High School,38,1.0,3558.57,66.0,2023-01-24,No
301,Marketing,Content Specialist,Bachelor,35,7.0,6356.71,64.0,2017-12-08,No
354,Finance,Financial Analyst,High School,27,3.0,3961.68,75.0,2021-06-04,No
203,HR,HR Manager,Master,28,4.6,5772.62,83.0,2021-03-15,No
237,Engineering,Software Engineer,Bachelor,36,6.0,4509.63,58.0,2018-08-04,No
150,Marketing,Marketing Manager,Bachelor,32,3.0,4141.53,51.0,2021-05-09,Yes
448,Marketing,Marketing Manager,High School,35,1.0,2551.78,65.0,2023-06-04,Yes
218,Marketing,Marketing Manager,Master,21,0.0,4100.41,55.0,2024-08-03,No
723,Finance,Finance Manager,Master,34,1.0,4527.9,78.4,2023-06-10,No
474,Engineering,QA Engineer,Bachelor,53,3.0,4666.16,83.0,2021-02-03,No
588,Sales,Sales Manager,High School,21,0.0,1909.13,56.0,2024-09-10,No
653,Engineering,Software Engineer,Bachelor,34,3.0,3611.21,79.0,2021-07-01,No
303,Engineering,QA Engineer,High School,39,1.6,3175.44,78.0,2021-04-07,No
914,Sales,Sales Executive,Bachelor,40,3.0,5241.71,58.0,2021-09-18,No
978,Engineering,Software Engineer,Master,21,2.0,6227.94,91.0,2022-04-23,No
717,Sales,Sales Executive,Bachelor,32,9.0,6160.33,70.0,2015-06-05,No
986,Engineering,QA Engineer,Master,43,1.0,4955.6,73.0,2023-07-25,No
389,Sales,Sales Executive,Bachelor,40,1.0,3259.45,59.0,2023-02-19,No
479,Marketing,Marketing Manager,High School,29,1.0,3052.87,78.0,2023-10-16,No
492,Marketing,Content Specialist,Master,31,0.0,4259.35,68.0,2024-01-05,No
423,Finance,Accountant,Bachelor,42,3.0,4633.14,76.0,2021-05-13,No
388,Engineering,Senior Engineer,Master,21,0.0,4311.22,68.0,2024-05-03,Yes
860,Finance,Accountant,Bachelor,38,5.0,5303.8,78.0,2019-11-02,No
391,Engineering,Senior Engineer,High School,38,5.0,3733.38,79.0,2019-09-15,Yes
535,Sales,Sales Executive,High School,26,10.0,5804.7,72.0,2014-04-10,No
353,Engineering,Software Engineer,Bachelor,25,3.0,5854.54,65.0,2021-02-15,No
194,Engineering,QA Engineer,High School,48,5.0,3832.03,73.0,2019-02-09,No
236,HR,Recruiter,Master,27,18.0,9561.98,52.0,2006-11-15,No
770,HR,HR Specialist,Master,29,5.0,6937.21,64.0,2019-03-22,No
890,Sales,Sales Manager,Bachelor,33,6.0,4067.29,59.0,2018-12-14,No
481,Finance,Financial Analyst,Master,37,4.0,6732.58,76.0,2020-09-11,No
56,Sales,Sales Executive,Bachelor,34,7.0,5612.66,61.0,2017-04-25,No
117,Sales,Account Rep,Bachelor,37,5.0,5540.25,49.0,2019-04-24,No
97,Marketing,Marketing Analyst,Bachelor,27,8.0,5943.29,64.0,2016-09-02,No
142,HR,HR Specialist,Bachelor,49,0.0,3278.47,72.0,2024-12-17,No
958,Engineering,Senior Engineer,Master,31,0.0,4478.16,91.0,2024-05-11,No
636,Engineering,Software Engineer,Bachelor,21,4.0,6374.7,74.0,2020-09-17,No
598,Engineering,Software Engineer,Master,32,1.0,5572.36,77.0,2023-07-26,No
674,HR,Recruiter,High School,51,4.0,3643.9,62.0,2020-05-09,No
121,HR,Recruiter,Bachelor,21,7.0,5761.6,53.0,2017-01-25,No
811,Engineering,QA Engineer,Master,38,1.0,4077.47,63.0,2023-12-07,No
930,Engineering,Software Engineer,Master,41,0.0,4908.54,73.0,2024-03-05,Yes
63,Marketing,Marketing Manager,PhD,29,10.0,6916.65,78.0,2014-12-03,No
809,HR,HR Specialist,Master,26,0.0,2617.54,58.0,2024-01-10,No
819,Sales,Sales Executive,Bachelor,29,2.0,4441.97,76.6,2022-03-11,No
454,Marketing,Marketing Analyst,Bachelor,41,1.0,3957.17,90.0,2023-12-21,No
780,Marketing,Marketing Manager,Master,21,1.0,5444.39,69.0,2023-07-03,No
415,Sales,Sales Executive,Master,34,2.0,5249.95,67.0,2022-02-10,No
4,Finance,Accountant,Bachelor,29,1.0,4523.36,74.8,2023-08-15,No
59,Marketing,Content Specialist,Bachelor,32,13.0,6090.25,74.0,2011-08-06,No
224,Engineering,Senior Engineer,Bachelor,37,6.0,5488.08,88.0,2018-11-23,No
222,HR,HR Manager,Bachelor,21,10.0,7083.85,69.0,2014-05-07,No
466,Finance,Finance Manager,Bachelor,46,2.0,4867.93,77.0,2022-12-12,No
53,Sales,Sales Executive,Bachelor,31,1.0,3552.65,71.0,2023-08-11,No
709,Engineering,Senior Engineer,PhD,36,1.0,4417.49,70.0,2023-05-04,Yes
156,Engineering,Senior Engineer,Bachelor,30,0.8,3974.8,83.0,2023-05-12,No
707,Engineering,Software Engineer,Bachelor,39,2.0,4240.9,74.0,2022-05-12,No
249,Engineering,Senior Engineer,Master,28,1.0,4449.53,66.0,2023-11-04,No
904,HR,Recruiter,High School,51,8.0,6313.73,66.0,2016-06-21,No
569,Engineering,Software Engineer,Master,21,1.0,5113.78,81.2,2023-09-14,No
925,HR,HR Manager,Bachelor,46,0.0,3786.0,68.0,2024-04-13,No
292,HR,Recruiter,Bachelor,39,6.0,5866.54,81.0,2018-04-26,No
382,Finance,Accountant,Bachelor,38,7.0,6544.08,58.0,2017-12-24,No
952,Engineering,QA Engineer,Bachelor,32,6.0,6475.11,54.0,2018-04-21,No
201,HR,Recruiter,Master,33,10.0,6905.49,67.0,2014-08-08,No
762,Sales,Account Rep,Bachelor,29,4.0,4830.12,63.0,2020-01-09,No
963,Marketing,Content Specialist,Master,40,1.0,4658.58,80.0,2023-02-26,No
506,Marketing,Content Specialist,Master,36,0.0,4840.22,68.0,2024-02-10,No
815,Marketing,Marketing Analyst,Bachelor,39,0.0,3998.69,65.0,2024-08-10,Yes
861,Engineering,Senior Engineer,Bachelor,34,5.0,5366.96,73.0,2019-11-16,Yes
341,Marketing,Marketing Manager,High School,42,0.0,3744.93,67.0,2024-12-25,No
155,Engineering,Software Engineer,Bachelor,28,4.0,5548.73,52.0,2020-10-08,No
916,Engineering,Software Engineer,Bachelor,21,2.0,3480.24,81.0,2022-06-23,No
777,HR,Recruiter,Master,33,1.0,5873.75,43.0,2023-06-07,No
838,Finance,Finance Manager,Master,22,1.0,4472.97,68.0,2023-12-03,No
323,Sales,Sales Executive,Bachelor,32,4.0,3626.06,81.0,2020-03-24,No
643,Marketing,Marketing Manager,Bachelor,37,1.0,5123.76,62.0,2023-09-26,No
624,Finance,Financial Analyst,Master,31,11.0,7366.22,71.2,2013-12-10,No
83,Sales,Sales Executive,Bachelor,26,4.0,5408.0,100.0,2020-05-26,No
621,Finance,Financial Analyst,High School,40,6.0,5037.39,68.0,2018-08-06,No
465,Marketing,Marketing Manager,Master,31,10.0,5565.21,58.0,2014-11-09,Yes
761,HR,HR Manager,PhD,55,10.0,8623.87,73.0,2014-09-02,No
334,Sales,Account Rep,Bachelor,26,6.0,4058.72,88.0,2018-01-03,No
11,Finance,Accountant,Master,31,9.0,4620.05,82.0,2015-09-03,Yes
471,Engineering,QA Engineer,Bachelor,22,1.0,2771.14,61.0,2023-09-08,Yes
33,Sales,Account Rep,Bachelor,21,4.0,5604.16,90.0,2020-03-09,No
934,HR,HR Manager,High School,31,3.0,4017.02,68.0,2021-03-13,No
383,Engineering,QA Engineer,Bachelor,38,1.0,3733.12,62.0,2023-04-17,No
726,Sales,Account Rep,Master,45,8.0,4041.11,70.0,2016-04-27,No
631,Marketing,Marketing Analyst,High School,21,1.0,3375.55,73.0,2023-08-09,No
959,Marketing,Marketing Analyst,High School,21,3.0,3737.77,57.0,2021-07-23,No
968,Sales,Sales Executive,PhD,38,0.0,6118.77,61.0,2024-07-27,Yes
379,Marketing,Marketing Analyst,PhD,39,7.8,7782.24,85.0,2020-11-14,Yes
90,Marketing,Content Specialist,Bachelor,33,2.0,4351.38,84.0,2022-07-12,No
214,Sales,Sales Executive,Bachelor,41,1.0,4211.53,93.0,2023-05-22,No
987,Engineering,Senior Engineer,Bachelor,25,2.0,4282.83,73.0,2022-06-26,No
134,Marketing,Marketing Analyst,Bachelor,40,0.0,3247.56,78.0,2024-07-24,No
347,Sales,Account Rep,Bachelor,22,4.0,4438.99,78.0,2020-02-05,No
8,Engineering,QA Engineer,Master,31,3.0,5931.19,51.0,2021-03-01,No
658,Marketing,Marketing Analyst,Bachelor,31,0.0,3677.93,82.0,2024-04-16,No
321,Finance,Accountant,Bachelor,41,3.0,5258.69,64.0,2021-01-10,No
832,Engineering,Senior Engineer,Bachelor,46,1.0,3830.23,74.0,2023-12-13,No
188,Engineering,Software Engineer,High School,29,5.0,4796.4,78.0,2019-02-26,No
553,HR,HR Manager,Bachelor,42,4.0,4845.27,69.0,2020-01-16,No
305,Engineering,Senior Engineer,High School,36,0.0,3009.25,67.0,2024-08-10,No
32,Finance,Accountant,Bachelor,46,6.0,5654.8,85.0,2018-08-10,No
652,Marketing,Marketing Analyst,Bachelor,37,6.0,5858.94,65.0,2018-03-18,No
241,Finance,Finance Manager,Bachelor,36,2.0,4412.77,78.0,2022-12-11,No
880,Finance,Accountant,PhD,27,1.0,5984.65,71.0,2023-10-12,No
175,Sales,Sales Manager,Bachelor,36,1.0,3915.67,82.0,2023-06-12,No
246,Sales,Account Rep,PhD,22,1.0,5608.16,81.0,2023-11-18,No
799,Engineering,Software Engineer,Master,34,1.0,5142.23,87.0,2023-10-09,No
146,Sales,Sales Manager,Bachelor,40,4.0,6077.43,75.0,2020-07-20,No
91,Engineering,Software Engineer,Master,21,8.0,4533.9,58.0,2016-11-23,No
393,Sales,Sales Executive,Bachelor,31,0.0,4057.01,79.0,2024-08-09,No
311,Sales,Sales Executive,Bachelor,37,10.0,6223.04,61.0,2014-08-21,No
360,Engineering,Software Engineer,Master,30,5.0,5333.85,76.0,2019-04-09,No
94,Sales,Sales Executive,Master,46,11.0,5262.23,69.0,2013-11-13,No
738,Sales,Sales Manager,Master,28,4.0,5376.0,59.0,2020-10-18,No
377,HR,HR Manager,Bachelor,42,0.0,3585.51,63.0,2024-07-16,Yes
244,Marketing,Marketing Analyst,Master,21,1.0,6085.5,74.0,2023-10-08,Yes
875,Engineering,Senior Engineer,Master,21,4.0,4578.9,86.0,2020-09-09,No
88,Finance,Financial Analyst,Master,42,4.0,6978.72,84.0,2020-10-15,Yes
215,Marketing,Marketing Analyst,Master,34,0.0,5270.67,71.0,2024-04-06,No
445,Engineering,Senior Engineer,PhD,21,2.0,4439.97,67.0,2022-04-08,No
174,Engineering,Software Engineer,High School,33,1.0,4198.44,60.0,2023-09-04,No
426,Marketing,Content Specialist,Master,32,7.0,4915.36,84.0,2017-08-22,No
823,Marketing,Content Specialist,Bachelor,25,4.0,5773.32,66.0,2020-05-16,No
119,Engineering,Software Engineer,Master,37,0.0,4987.69,75.0,2024-06-15,No
120,HR,HR Manager,High School,31,1.0,3760.42,68.0,2023-01-08,Yes
677,Finance,Financial Analyst,Bachelor,35,0.0,3666.41,96.0,2024-06-17,Yes
1,Engineering,QA Engineer,Master,26,2.0,5201.3,61.0,2022-05-02,No
395,Engineering,Software Engineer,Master,23,2.0,5579.43,63.0,2022-05-19,No
402,Engineering,QA Engineer,Master,47,7.0,7746.88,84.0,2017-01-24,No
405,Engineering,Software Engineer,Bachelor,29,2.0,5101.03,73.0,2022-05-22,No
657,Finance,Finance Manager,Bachelor,26,6.0,4866.34,78.0,2018-07-16,No
664,Engineering,Software Engineer,PhD,26,0.0,6044.4,80.0,2024-08-03,No
163,Marketing,Content Specialist,Bachelor,36,5.0,3749.0,75.0,2019-02-15,Yes
115,Engineering,Senior Engineer,Bachelor,47,2.0,4993.43,53.0,2022-08-23,No
151,Marketing,Content Specialist,Master,35,6.0,6302.88,53.0,2018-12-06,No
626,Finance,Financial Analyst,Bachelor,36,10.0,5043.12,91.0,2014-08-15,No
628,Sales,Sales Executive,Bachelor,25,5.0,6029.67,95.0,2019-11-01,Yes
544,Finance,Accountant,High School,25,1.0,3106.45,89.0,2023-01-14,No
478,Sales,Account Rep,Bachelor,35,4.0,5100.22,69.0,2020-07-13,No
533,Sales,Sales Executive,High School,29,7.0,4857.52,100.0,2017-04-12,No
513,Engineering,Senior Engineer,Master,28,1.0,4486.51,54.0,2023-10-17,Yes
259,Engineering,QA Engineer,Bachelor,25,13.0,6999.02,77.0,2011-04-12,No
625,Engineering,Software Engineer,Bachelor,27,6.0,6809.49,50.0,2018-11-07,Yes
898,Finance,Finance Manager,Bachelor,27,1.4,3433.55,60.0,2023-06-09,Yes
136,Sales,Sales Manager,Bachelor,37,5.0,3824.21,76.0,2019-08-19,No
617,Sales,Sales Manager,PhD,27,2.0,4845.55,88.0,2022-05-22,No
982,Marketing,Marketing Analyst,Master,47,2.0,4750.97,83.0,2022-02-07,No
704,Engineering,Software Engineer,Bachelor,38,5.0,6211.25,86.0,2019-03-23,No
593,Finance,Financial Analyst,Bachelor,24,0.0,3177.62,66.0,2024-06-02,No
846,Sales,Sales Executive,Master,46,7.0,5924.35,76.0,2017-01-09,No
502,Finance,Financial Analyst,Master,43,0.0,5091.12,61.0,2024-02-18,No
539,Engineering,QA Engineer,Master,47,2.6,6327.01,58.0,2019-04-14,No
713,Sales,Sales Manager,Bachelor,31,2.8,4004.48,82.0,2023-12-26,No
582,Engineering,Senior Engineer,Master,28,3.0,5480.72,85.0,2021-11-25,Yes
344,Marketing,Marketing Analyst,Bachelor,21,0.0,3880.82,65.0,2024-07-16,No
752,Finance,Financial Analyst,High School,40,1.0,3006.31,62.0,2023-03-12,No
663,HR,HR Specialist,Bachelor,31,5.0,5940.08,65.0,2019-02-24,No
294,Sales,Account Rep,Master,36,6.0,5856.65,79.0,2018-06-16,No
365,Marketing,Marketing Analyst,PhD,35,1.0,6715.73,81.0,2023-02-11,No
669,Finance,Accountant,High School,29,3.0,3879.72,78.0,2021-02-09,No
15,Sales,Sales Executive,Bachelor,26,7.0,5614.02,60.0,2017-04-27,Yes
87,Marketing,Marketing Manager,High School,41,13.0,5692.69,79.0,2011-12-16,No
371,HR,HR Manager,Bachelor,32,1.0,4466.04,79.0,2023-10-23,No
166,Engineering,Senior Engineer,Bachelor,29,1.8,4218.87,89.0,2023-10-26,Yes
935,Engineering,Software Engineer,Bachelor,45,2.0,3244.52,76.4,2022-02-13,No
336,Sales,Account Rep,Bachelor,29,7.0,5610.78,64.0,2017-09-16,No
60,HR,Recruiter,Bachelor,36,7.0,4792.68,79.0,2017-12-15,No
355,Finance,Finance Manager,Master,39,2.8,6720.56,70.0,2020-11-16,Yes
425,Sales,Sales Manager,Master,36,2.0,3635.73,45.0,2022-01-12,No
293,HR,HR Specialist,Bachelor,41,6.0,5137.75,83.0,2018-09-24,No
42,Finance,Finance Manager,PhD,38,3.0,6312.66,94.0,2021-06-03,No
330,Sales,Sales Manager,Bachelor,37,1.0,2916.68,84.0,2023-01-22,No
615,HR,Recruiter,Master,37,0.0,5798.65,56.0,2024-02-26,No
430,Sales,Account Rep,Bachelor,24,7.0,4114.35,63.0,2017-06-13,No
80,Engineering,Senior Engineer,Master,21,14.0,7857.98,75.0,2010-11-14,No
255,Sales,Account Rep,Master,34,2.0,4539.84,79.0,2022-08-15,No
797,Sales,Account Rep,High School,27,5.0,3575.01,58.0,2019-09-08,No
459,Engineering,QA Engineer,Bachelor,34,0.0,3443.0,69.0,2024-07-20,No
384,Finance,Finance Manager,Bachelor,45,2.0,4401.43,72.0,2022-03-13,No
314,HR,HR Specialist,Bachelor,52,0.0,2610.39,79.0,2024-10-08,Yes
85,Marketing,Marketing Manager,Bachelor,34,0.0,3902.05,65.0,2024-11-02,No
575,Sales,Sales Manager,Master,26,1.0,4642.03,53.0,2023-10-05,Yes
137,Finance,Financial Analyst,High School,51,0.0,2442.98,79.0,2024-01-22,Yes
112,Engineering,Senior Engineer,Bachelor,34,0.0,3646.56,70.0,2024-06-07,Yes
195,Engineering,QA Engineer,Bachelor,29,2.0,4812.82,82.0,2022-05-05,No
179,Sales,Sales Manager,Bachelor,51,1.0,4621.25,69.0,2023-06-16,Yes
939,Sales,Sales Executive,High School,29,1.0,3580.66,52.0,2023-02-21,No
130,Engineering,Software Engineer,Bachelor,22,0.0,3122.56,75.0,2024-02-14,No
338,Sales,Sales Executive,Bachelor,31,1.0,3992.62,77.0,2023-05-22,No
609,Finance,Financial Analyst,Master,44,1.0,4898.51,51.0,2023-01-02,No
125,Engineering,Senior Engineer,Bachelor,38,14.0,6146.51,75.0,2010-05-15,No
105,Marketing,Content Specialist,Bachelor,33,11.0,5346.5,87.0,2013-02-15,No
227,Finance,Finance Manager,Master,33,1.0,6551.13,89.0,2023-07-21,Yes
269,Sales,Account Rep,Master,36,6.0,6581.47,38.0,2018-12-17,No
153,Sales,Account Rep,Bachelor,47,0.0,4252.59,53.0,2024-05-21,No
585,HR,HR Specialist,Bachelor,37,1.0,3864.43,59.0,2023-08-06,No
104,Sales,Sales Manager,Master,29,13.0,7375.1,76.0,2011-07-11,No
594,Finance,Accountant,Bachelor,21,4.0,4848.07,62.0,2020-11-14,No
977,Marketing,Marketing Analyst,Bachelor,39,1.0,4294.05,60.0,2023-10-21,Yes
228,Marketing,Marketing Analyst,Bachelor,41,4.0,6413.62,67.0,2020-01-05,No
937,Finance,Finance Manager,Bachelor,42,2.0,5340.41,41.0,2022-11-23,No
302,HR,HR Specialist,Bachelor,35,3.0,3778.36,79.0,2021-08-16,No
276,Sales,Account Rep,Bachelor,25,1.0,4687.25,66.0,2023-07-14,No
127,Sales,Sales Executive,Bachelor,38,3.0,5225.92,60.0,2021-09-01,No
406,Sales,Sales Manager,Master,42,1.0,5973.93,81.0,2023-09-05,No
943,Engineering,QA Engineer,Bachelor,31,4.0,5323.08,82.0,2020-12-26,No
37,Engineering,Software Engineer,Bachelor,43,6.0,5929.37,63.0,2018-05-03,No
140,HR,HR Specialist,Bachelor,36,0.0,3367.35,72.0,2024-11-21,No
304,Engineering,Software Engineer,Master,35,0.0,4320.28,69.0,2024-02-27,Yes
268,HR,Recruiter,PhD,43,7.0,8406.35,59.0,2017-01-10,No
534,Sales,Account Rep,Bachelor,44,0.0,3005.32,64.0,2024-06-19,Yes
546,Marketing,Marketing Analyst,High School,33,4.0,3614.2,69.0,2020-08-10,No
213,Marketing,Marketing Analyst,Bachelor,50,2.0,3707.0,75.0,2022-10-19,No
469,HR,HR Manager,PhD,46,1.0,6490.24,51.0,2018-06-10,No
199,Finance,Financial Analyst,Bachelor,23,3.0,5241.8,85.0,2021-08-11,Yes
673,HR,Recruiter,PhD,38,0.0,5801.9,87.0,2024-04-10,Yes
528,Engineering,Software Engineer,Bachelor,31,1.0,4041.82,82.0,2023-08-20,No
676,Sales,Sales Executive,High School,26,12.0,7606.01,76.0,2012-03-12,No
975,Engineering,Software Engineer,Master,44,0.0,3896.49,78.0,2024-02-04,No
242,Engineering,QA Engineer,High School,33,15.0,7305.57,65.0,2009-02-17,No
343,Engineering,Senior Engineer,Bachelor,25,9.0,6897.99,82.0,2015-12-13,Yes
550,Sales,Sales Executive,Bachelor,37,4.0,4284.73,72.0,2020-05-09,No
387,Engineering,Software Engineer,Master,31,0.0,6557.88,65.0,2024-09-02,No
911,Finance,Finance Manager,Master,34,5.0,7038.58,67.0,2019-04-25,No
207,Engineering,Senior Engineer,Bachelor,45,4.0,4060.62,68.0,2024-08-07,No
