Employee_ID,Department,Job_Role,Education_Level,Age,Years_At_Company,Monthly_Income,Performance_Score,Join_Date,Attrition,Predicted_Income,Pay_Gap,Pay_Gap_Percent,Pay_Equity_Flag,Attrition_Risk_Probability,Attrition_Risk_Level,High_Performer,Predicted_High_Performer,Cluster,Employee_Segment
650,Marketing,Marketing Manager,Bachelor,32,5.0,5979.48,53.0,2019-08-09,No,5168.06,811.42,15.7,Within Expected Range,0.4239,Medium,0,Yes,1,"Established, Higher-Income Employees"
563,Marketing,Marketing Analyst,Bachelor,44,0.0,4205.86,92.0,2024-02-16,No,3934.42,271.44,6.9,Within Expected Range,0.6091,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
660,Finance,Financial Analyst,Bachelor,35,16.0,7428.22,73.0,2008-07-27,No,7820.89,-392.67,-5.0,Within Expected Range,0.1659,Low,0,No,1,"Established, Higher-Income Employees"
730,Marketing,Marketing Analyst,Master,26,1.0,4293.99,71.0,2023-04-13,No,5027.41,-733.42,-14.6,Within Expected Range,0.5644,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
554,Finance,Accountant,Bachelor,36,5.0,4584.35,64.0,2019-09-07,No,5016.7,-432.35,-8.6,Within Expected Range,0.5831,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
307,Sales,Account Rep,Master,33,6.0,5149.56,59.0,2018-12-23,Yes,6156.32,-1006.76,-16.4,Within Expected Range,0.3455,Low,0,Yes,1,"Established, Higher-Income Employees"
926,Engineering,Senior Engineer,Bachelor,38,4.0,4488.74,74.0,2020-04-27,No,4902.44,-413.7,-8.4,Within Expected Range,0.6125,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
962,Engineering,Software Engineer,Bachelor,30,1.0,4966.99,53.0,2023-05-06,No,4232.06,734.93,17.4,Within Expected Range,0.4384,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
758,Engineering,Senior Engineer,Bachelor,31,4.0,4593.37,85.0,2020-08-02,No,4897.44,-304.07,-6.2,Within Expected Range,0.5438,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
897,Engineering,QA Engineer,Bachelor,21,0.0,4477.65,61.0,2024-09-15,No,3905.59,572.06,14.6,Within Expected Range,0.3763,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
791,Finance,Finance Manager,Bachelor,52,5.0,7384.53,66.0,2014-08-02,No,5068.07,2316.46,45.7,Above Expected,0.4174,Medium,0,No,1,"Established, Higher-Income Employees"
642,Engineering,Software Engineer,Bachelor,28,7.0,6092.24,72.0,2017-04-26,Yes,5727.64,364.6,6.4,Within Expected Range,0.2578,Low,0,No,1,"Established, Higher-Income Employees"
503,Engineering,Senior Engineer,Master,30,4.0,4860.54,69.0,2020-03-26,No,5755.6,-895.06,-15.6,Within Expected Range,0.615,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
309,Finance,Accountant,Bachelor,31,0.0,4045.58,92.0,2024-12-06,No,3768.08,277.5,7.4,Within Expected Range,0.6189,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
111,HR,HR Manager,Master,29,4.0,5114.43,68.0,2024-12-20,No,5743.05,-628.62,-10.9,Within Expected Range,0.494,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
526,Sales,Sales Manager,Bachelor,30,0.0,4613.56,66.0,2024-01-05,No,3796.53,817.03,21.5,Within Expected Range,0.4765,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
870,Sales,Sales Manager,Master,37,0.0,3732.71,95.0,2024-08-09,Yes,4664.64,-931.93,-20.0,Within Expected Range,0.5995,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
58,HR,Recruiter,PhD,42,1.0,5640.02,66.0,2023-08-23,Yes,5966.68,-326.66,-5.5,Within Expected Range,0.6522,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
651,HR,Recruiter,Bachelor,32,2.0,3548.07,76.0,2022-01-02,No,4488.08,-940.01,-20.9,Within Expected Range,0.5236,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
7,Finance,Finance Manager,Master,41,0.0,5343.6,61.0,2024-08-12,No,4672.22,671.38,14.4,Within Expected Range,0.6082,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
139,HR,HR Manager,Bachelor,37,1.0,4781.47,74.0,2023-05-01,No,4142.04,639.43,15.4,Within Expected Range,0.5385,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
164,Engineering,Software Engineer,Bachelor,28,5.0,4399.43,74.0,2019-07-12,No,5229.17,-829.74,-15.9,Within Expected Range,0.3596,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
359,Finance,Finance Manager,Bachelor,33,0.0,3986.88,48.0,2024-01-17,No,3804.45,182.43,4.8,Within Expected Range,0.5726,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
839,Sales,Sales Manager,High School,38,0.0,3077.86,82.0,2024-11-11,No,2944.17,133.69,4.5,Within Expected Range,0.5191,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
44,Finance,Accountant,High School,23,2.0,2704.85,80.0,2022-03-06,Yes,3399.0,-694.15,-20.4,Within Expected Range,0.5481,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
616,Engineering,QA Engineer,Bachelor,33,8.0,7094.9,85.0,2016-03-03,No,5911.76,1183.14,20.0,Within Expected Range,0.1976,Low,1,No,1,"Established, Higher-Income Employees"
64,Sales,Account Rep,Bachelor,37,1.0,5088.4,81.0,2023-08-14,No,4054.56,1033.84,25.5,Within Expected Range,0.3572,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
592,HR,HR Manager,Bachelor,35,1.0,4195.57,80.0,2023-06-25,Yes,4140.82,54.75,1.3,Within Expected Range,0.5465,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
587,Marketing,Marketing Manager,Master,29,2.0,6011.45,67.0,2022-07-16,No,5278.85,732.6,13.9,Within Expected Range,0.5021,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
39,Engineering,Senior Engineer,High School,43,11.0,5338.26,63.0,2013-06-07,No,5790.75,-452.49,-7.8,Within Expected Range,0.4316,Medium,0,No,1,"Established, Higher-Income Employees"
400,Engineering,QA Engineer,High School,40,5.0,5503.43,81.0,2019-06-13,No,4309.19,1194.24,27.7,Within Expected Range,0.2834,Low,0,No,1,"Established, Higher-Income Employees"
787,Marketing,Marketing Analyst,Bachelor,24,3.0,4754.93,70.0,2021-11-18,No,4664.12,90.81,1.9,Within Expected Range,0.4236,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
889,Finance,Accountant,Master,55,4.0,5430.78,62.0,2020-10-08,No,5643.19,-212.41,-3.8,Within Expected Range,0.7415,High,0,No,0,"Short-Tenure, Lower-Income Employees"
984,Engineering,Software Engineer,Bachelor,33,3.0,5403.57,57.0,2021-07-13,Yes,4733.46,670.11,14.2,Within Expected Range,0.3979,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
205,Sales,Sales Manager,Master,38,3.0,6313.86,61.0,2021-05-21,No,5410.89,902.97,16.7,Within Expected Range,0.4706,Medium,0,No,1,"Established, Higher-Income Employees"
421,Sales,Sales Manager,Bachelor,31,4.0,5376.78,67.0,2020-11-21,No,4794.65,582.13,12.1,Within Expected Range,0.3767,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
961,Marketing,Content Specialist,High School,41,3.0,2981.51,67.0,2021-01-06,No,3609.69,-628.18,-17.4,Within Expected Range,0.4481,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
863,Finance,Accountant,Master,41,2.0,4123.68,68.0,2022-03-04,Yes,5133.4,-1009.72,-19.7,Within Expected Range,0.7383,High,0,No,0,"Short-Tenure, Lower-Income Employees"
285,Sales,Sales Manager,High School,40,13.0,4143.54,74.0,2011-02-13,Yes,6186.22,-2042.68,-33.0,Below Expected,0.2838,Low,0,No,1,"Established, Higher-Income Employees"
453,HR,HR Specialist,PhD,39,0.0,4235.65,65.0,2024-01-18,No,5612.7,-1377.04,-24.5,Within Expected Range,0.5715,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
789,Marketing,Marketing Manager,High School,33,10.0,5458.09,91.0,2014-09-06,No,5558.04,-99.95,-1.8,Within Expected Range,0.2665,Low,1,Yes,1,"Established, Higher-Income Employees"
497,Sales,Sales Manager,High School,32,3.0,4181.01,51.0,2021-01-26,No,3684.83,496.18,13.5,Within Expected Range,0.4141,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
419,Marketing,Content Specialist,Master,24,4.0,4836.05,60.0,2020-04-21,No,5564.71,-728.66,-13.1,Within Expected Range,0.3696,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
473,Engineering,Senior Engineer,Bachelor,36,16.0,8149.43,85.0,2008-09-08,No,7893.26,256.17,3.2,Within Expected Range,0.2234,Low,1,No,1,"Established, Higher-Income Employees"
186,Finance,Finance Manager,Bachelor,36,3.0,5773.67,74.0,2021-05-03,No,4556.77,1216.9,26.7,Within Expected Range,0.4124,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
969,Engineering,QA Engineer,Bachelor,39,4.0,5032.3,65.0,2020-03-22,No,4918.05,114.25,2.3,Within Expected Range,0.3986,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
633,Engineering,QA Engineer,PhD,24,0.0,5383.96,82.0,2024-04-04,No,5629.97,-246.01,-4.4,Within Expected Range,0.4587,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
857,Sales,Sales Manager,PhD,33,7.0,7391.16,90.0,2023-08-20,Yes,7266.27,124.89,1.7,Within Expected Range,0.3453,Low,1,No,1,"Established, Higher-Income Employees"
873,Sales,Account Rep,Master,50,2.0,6077.39,81.0,2022-04-15,No,5174.82,902.57,17.4,Within Expected Range,0.4465,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
229,Engineering,Software Engineer,Bachelor,44,0.0,4159.57,68.0,2024-04-02,No,3995.48,164.09,4.1,Within Expected Range,0.5733,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
548,Sales,Account Rep,Bachelor,38,6.0,5109.09,84.0,2018-10-27,No,5302.13,-193.04,-3.6,Within Expected Range,0.285,Low,0,Yes,1,"Established, Higher-Income Employees"
858,HR,HR Specialist,Master,22,1.0,4892.75,87.0,2023-10-15,No,4989.34,-96.59,-1.9,Within Expected Range,0.3085,Low,1,Yes,0,"Short-Tenure, Lower-Income Employees"
368,Sales,Sales Executive,Bachelor,24,2.0,3762.47,67.0,2022-02-04,No,4440.42,-677.95,-15.3,Within Expected Range,0.5911,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
62,Engineering,Software Engineer,High School,30,0.0,4075.45,64.0,2024-01-05,No,3123.4,952.05,30.5,Within Expected Range,0.4157,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
627,Finance,Financial Analyst,Bachelor,30,2.0,3516.45,55.0,2022-02-07,No,4325.13,-808.68,-18.7,Within Expected Range,0.5303,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
597,Sales,Sales Executive,Bachelor,40,3.0,4398.56,80.0,2021-05-20,Yes,4703.96,-305.4,-6.5,Within Expected Range,0.6318,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
508,Engineering,Software Engineer,High School,28,0.0,2870.52,73.0,2024-07-01,No,3122.4,-251.88,-8.1,Within Expected Range,0.4514,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
545,Engineering,QA Engineer,High School,42,8.0,5236.43,93.0,2016-01-17,No,5059.65,176.78,3.5,Within Expected Range,0.252,Low,1,No,1,"Established, Higher-Income Employees"
596,Sales,Account Rep,Master,21,1.0,4674.84,86.0,2023-12-05,No,4901.82,-226.98,-4.6,Within Expected Range,0.3332,Low,1,Yes,0,"Short-Tenure, Lower-Income Employees"
748,Sales,Sales Manager,Bachelor,53,3.0,6276.68,60.0,2021-10-22,No,4563.09,1713.59,37.6,Above Expected,0.5081,Medium,0,No,1,"Established, Higher-Income Employees"
455,Engineering,Software Engineer,High School,30,2.0,3422.45,62.0,2022-05-08,No,3621.86,-199.41,-5.5,Within Expected Range,0.4191,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
254,Sales,Account Rep,Bachelor,30,0.0,4038.49,88.0,2024-10-22,No,3799.95,238.54,6.3,Within Expected Range,0.3692,Medium,1,Yes,0,"Short-Tenure, Lower-Income Employees"
138,Sales,Account Rep,Bachelor,37,1.0,3996.37,100.0,2023-03-07,No,4055.95,-59.58,-1.5,Within Expected Range,0.3851,Medium,1,Yes,0,"Short-Tenure, Lower-Income Employees"
515,Sales,Sales Manager,Master,33,2.0,5358.85,86.0,2022-03-12,No,5159.27,199.58,3.9,Within Expected Range,0.4665,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
710,Sales,Sales Manager,Master,26,2.0,6275.68,57.0,2022-05-03,No,5151.33,1124.35,21.8,Within Expected Range,0.4121,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
436,Sales,Sales Manager,High School,27,1.0,3741.84,60.0,2023-12-22,No,3182.73,559.11,17.6,Within Expected Range,0.4227,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
571,Sales,Sales Manager,High School,39,1.0,3279.81,76.0,2023-06-01,No,3193.87,85.94,2.7,Within Expected Range,0.5073,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
110,Engineering,QA Engineer,PhD,36,2.0,5586.4,91.0,2022-06-11,No,6139.2,-552.8,-9.0,Within Expected Range,0.4852,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
678,Engineering,QA Engineer,Bachelor,36,2.0,4568.84,86.0,2022-02-07,No,4418.49,150.35,3.4,Within Expected Range,0.405,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
361,Marketing,Content Specialist,Master,30,3.0,4103.02,67.0,2021-10-26,Yes,5320.9,-1217.88,-22.9,Within Expected Range,0.454,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
337,Engineering,Senior Engineer,High School,24,8.0,3413.12,75.0,2016-10-18,No,5027.94,-1614.82,-32.1,Within Expected Range,0.4331,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
611,Engineering,QA Engineer,Bachelor,39,0.0,3465.32,69.0,2024-04-15,No,3921.12,-455.8,-11.6,Within Expected Range,0.5414,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
701,Sales,Sales Manager,PhD,28,1.0,5960.02,100.0,2023-05-20,No,5767.02,193.0,3.3,Within Expected Range,0.4674,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
320,Engineering,Senior Engineer,Master,32,1.0,6245.42,83.0,2023-02-06,No,5010.37,1235.05,24.6,Within Expected Range,0.5877,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
614,Finance,Financial Analyst,Master,21,0.0,5447.04,72.0,2024-09-07,No,4680.48,766.56,16.4,Within Expected Range,0.446,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
397,Sales,Account Rep,High School,31,6.0,4812.62,74.0,2018-01-13,No,4435.42,377.2,8.5,Within Expected Range,0.2176,Low,0,Yes,1,"Established, Higher-Income Employees"
149,Sales,Sales Executive,PhD,39,0.0,5586.94,72.0,2024-03-05,No,5674.97,-88.03,-1.6,Within Expected Range,0.7465,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
794,Sales,Account Rep,Master,21,0.0,4931.76,61.0,2024-08-04,No,4650.67,281.09,6.0,Within Expected Range,0.3694,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
685,HR,HR Manager,High School,48,4.0,3361.45,64.0,2020-05-23,No,4038.18,-676.73,-16.8,Within Expected Range,0.5824,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
541,Finance,Finance Manager,Master,37,0.0,4800.51,83.0,2024-09-15,No,4670.52,129.99,2.8,Within Expected Range,0.5779,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
159,Sales,Account Rep,Master,32,12.0,7662.64,83.0,2012-04-12,No,7653.09,9.55,0.1,Within Expected Range,0.1491,Low,0,Yes,1,"Established, Higher-Income Employees"
929,HR,Recruiter,Bachelor,35,0.0,4076.77,83.0,2024-04-18,No,3992.47,84.3,2.1,Within Expected Range,0.5404,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
483,Sales,Sales Executive,High School,31,1.0,2168.56,85.0,2023-12-26,No,3338.08,-1169.52,-35.0,Within Expected Range,0.6409,Medium,1,Yes,0,"Short-Tenure, Lower-Income Employees"
570,Engineering,QA Engineer,Bachelor,42,9.0,5940.08,82.0,2015-07-20,No,6168.31,-228.23,-3.7,Within Expected Range,0.2777,Low,0,No,1,"Established, Higher-Income Employees"
494,Sales,Sales Manager,Bachelor,29,2.0,5387.67,67.0,2022-04-04,No,4294.38,1093.29,25.5,Within Expected Range,0.395,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
24,Finance,Financial Analyst,High School,25,3.0,3374.84,51.0,2021-08-13,No,3709.82,-334.98,-9.0,Within Expected Range,0.4212,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
690,HR,HR Manager,Bachelor,41,1.0,3514.78,76.0,2023-05-12,No,4145.51,-630.73,-15.2,Within Expected Range,0.6275,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
129,Finance,Finance Manager,Bachelor,34,0.0,3213.66,58.0,2024-05-19,No,3806.02,-592.36,-15.6,Within Expected Range,0.6047,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
862,Finance,Finance Manager,Bachelor,39,2.0,4344.47,75.0,2022-10-19,No,4310.03,34.44,0.8,Within Expected Range,0.5232,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
973,Sales,Account Rep,Bachelor,32,8.0,5960.8,62.0,2016-08-02,No,5794.15,166.65,2.9,Within Expected Range,0.2184,Low,0,Yes,1,"Established, Higher-Income Employees"
325,Finance,Finance Manager,High School,35,3.0,3793.31,74.0,2021-01-20,No,3695.77,97.54,2.6,Within Expected Range,0.438,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
903,Sales,Sales Executive,Bachelor,50,2.0,3795.12,81.0,2022-10-08,No,4463.03,-667.91,-15.0,Within Expected Range,0.7329,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
512,Engineering,Software Engineer,PhD,41,2.0,3989.55,69.0,2022-05-13,No,6212.02,-2222.47,-35.8,Below Expected,0.6625,High,0,No,0,"Short-Tenure, Lower-Income Employees"
363,Finance,Finance Manager,Master,41,9.0,5415.39,76.0,2015-08-07,No,6917.07,-1501.68,-21.7,Within Expected Range,0.4325,Medium,0,No,1,"Established, Higher-Income Employees"
953,Finance,Finance Manager,Bachelor,31,1.0,2807.93,82.0,2023-04-14,No,4054.6,-1246.67,-30.7,Within Expected Range,0.5546,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
468,Engineering,QA Engineer,Bachelor,33,1.0,4754.32,83.0,2023-07-07,No,4166.47,587.85,14.1,Within Expected Range,0.3959,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
715,HR,HR Specialist,Master,26,0.0,5301.07,65.0,2024-03-03,No,4741.74,559.33,11.8,Within Expected Range,0.3577,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
847,Engineering,Senior Engineer,High School,47,7.0,4892.69,46.0,2017-05-05,Yes,4795.59,97.1,2.0,Within Expected Range,0.5745,Medium,0,No,1,"Established, Higher-Income Employees"
759,Sales,Account Rep,Master,44,3.0,4213.75,84.0,2021-08-22,No,5419.37,-1205.62,-22.2,Within Expected Range,0.4811,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
831,HR,HR Manager,High School,41,2.0,3869.78,61.0,2022-05-04,No,3533.54,336.24,9.5,Within Expected Range,0.5454,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
680,Sales,Sales Executive,Bachelor,30,1.0,4274.84,56.0,2023-09-07,No,4195.29,79.55,1.9,Within Expected Range,0.6366,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
420,Engineering,Senior Engineer,PhD,30,3.0,6889.94,80.0,2021-11-17,No,6367.28,522.66,8.2,Within Expected Range,0.5815,Medium,0,No,1,"Established, Higher-Income Employees"
527,Sales,Account Rep,Bachelor,26,6.0,5745.77,56.0,2018-01-14,No,5290.12,455.65,8.6,Within Expected Range,0.2266,Low,0,Yes,1,"Established, Higher-Income Employees"
610,Sales,Sales Manager,Bachelor,32,3.8,5261.17,60.0,2023-03-08,No,4745.11,516.06,10.9,Within Expected Range,0.4021,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
250,Engineering,Software Engineer,Bachelor,34,7.0,6578.79,59.0,2017-10-04,No,5731.66,847.13,14.8,Within Expected Range,0.2858,Low,0,No,1,"Established, Higher-Income Employees"
380,Engineering,QA Engineer,Master,41,2.0,3200.49,72.2,2022-01-04,Yes,5281.8,-2081.31,-39.4,Below Expected,0.6007,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
16,Sales,Account Rep,Bachelor,29,0.0,3275.93,90.0,2024-01-11,No,3799.27,-523.34,-13.8,Within Expected Range,0.3978,Medium,1,Yes,0,"Short-Tenure, Lower-Income Employees"
160,Engineering,Software Engineer,Bachelor,33,6.0,4621.28,76.0,2018-08-18,No,5482.77,-861.49,-15.7,Within Expected Range,0.3629,Medium,0,No,1,"Established, Higher-Income Employees"
645,HR,HR Specialist,Bachelor,43,1.0,5005.08,61.8,2023-04-10,No,4144.74,860.34,20.8,Within Expected Range,0.4062,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
49,Sales,Account Rep,Master,35,3.0,5591.27,81.0,2021-02-20,No,5411.68,179.59,3.3,Within Expected Range,0.3542,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
990,Engineering,Software Engineer,PhD,45,9.0,7908.56,60.0,2015-04-12,No,7959.82,-51.26,-0.6,Within Expected Range,0.3869,Medium,0,No,1,"Established, Higher-Income Employees"
412,Sales,Sales Manager,Bachelor,29,0.0,3934.17,56.0,2024-03-22,No,3794.96,139.21,3.7,Within Expected Range,0.5198,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
378,Engineering,Senior Engineer,PhD,34,0.0,7893.31,79.0,2024-11-16,Yes,5622.61,2270.7,40.4,Above Expected,0.608,Medium,0,No,1,"Established, Higher-Income Employees"
295,Marketing,Marketing Analyst,Master,25,0.0,4624.26,86.0,2024-12-16,No,4778.38,-154.12,-3.2,Within Expected Range,0.5354,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
568,Engineering,QA Engineer,High School,26,8.0,5163.99,66.0,2016-04-08,No,5044.38,119.61,2.4,Within Expected Range,0.2035,Low,0,No,1,"Established, Higher-Income Employees"
128,Engineering,Software Engineer,High School,30,0.0,3550.44,80.0,2024-03-06,No,3124.57,425.87,13.6,Within Expected Range,0.42,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
298,HR,HR Specialist,PhD,35,6.0,8278.29,91.0,2018-11-18,Yes,7107.12,1171.17,16.5,Within Expected Range,0.2256,Low,1,Yes,1,"Established, Higher-Income Employees"
997,Marketing,Content Specialist,Bachelor,35,7.0,5706.21,65.0,2017-07-22,No,5461.95,244.26,4.5,Within Expected Range,0.2839,Low,0,No,1,"Established, Higher-Income Employees"
238,Engineering,QA Engineer,Master,35,1.0,5278.04,92.0,2023-02-26,Yes,5028.97,249.07,5.0,Within Expected Range,0.4391,Medium,1,No,0,"Short-Tenure, Lower-Income Employees"
168,Marketing,Marketing Manager,Bachelor,21,4.0,5639.91,65.0,2020-07-07,No,4910.51,729.4,14.9,Within Expected Range,0.3669,Medium,0,Yes,1,"Established, Higher-Income Employees"
893,Finance,Financial Analyst,Master,26,2.0,3975.2,54.0,2022-09-24,No,5181.91,-1206.71,-23.3,Within Expected Range,0.5505,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
447,HR,HR Manager,PhD,35,1.0,6641.31,70.0,2023-08-09,No,5860.43,780.88,13.3,Within Expected Range,0.574,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
81,Engineering,Senior Engineer,High School,51,1.0,3577.73,74.0,2023-10-13,No,3305.14,272.59,8.2,Within Expected Range,0.7177,High,0,No,0,"Short-Tenure, Lower-Income Employees"
876,Sales,Sales Executive,High School,33,1.0,3336.23,76.0,2023-03-23,No,3339.07,-2.84,-0.1,Within Expected Range,0.6087,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
942,Engineering,Senior Engineer,Bachelor,24,0.0,3940.74,58.0,2024-10-22,No,3892.42,48.32,1.2,Within Expected Range,0.6328,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
938,Sales,Sales Executive,Master,27,0.0,4791.36,60.0,2024-02-18,No,4803.96,-12.6,-0.3,Within Expected Range,0.6674,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
31,Sales,Sales Manager,Bachelor,34,3.0,5065.93,83.0,2021-02-17,No,4549.01,516.92,11.4,Within Expected Range,0.4063,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
243,Finance,Accountant,PhD,37,1.0,6745.72,69.0,2023-04-24,No,5741.02,1004.7,17.5,Within Expected Range,0.6723,High,0,No,0,"Short-Tenure, Lower-Income Employees"
672,HR,HR Manager,Master,36,1.0,5875.6,65.0,2023-10-02,No,5000.72,874.88,17.5,Within Expected Range,0.5578,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
741,Engineering,QA Engineer,Bachelor,32,9.0,6951.11,86.0,2015-02-25,Yes,6160.31,790.8,12.8,Within Expected Range,0.1866,Low,1,No,1,"Established, Higher-Income Employees"
572,Sales,Sales Executive,Bachelor,38,5.0,5179.94,60.0,2019-10-01,No,5199.44,-19.51,-0.4,Within Expected Range,0.5745,Medium,0,Yes,1,"Established, Higher-Income Employees"
776,Engineering,QA Engineer,Master,37,2.0,5811.11,74.0,2022-06-27,No,5278.61,532.5,10.1,Within Expected Range,0.4343,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
579,Marketing,Content Specialist,Bachelor,48,1.0,4805.2,53.0,2023-08-07,Yes,3976.03,829.18,20.9,Within Expected Range,0.5262,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
706,Engineering,Senior Engineer,Bachelor,39,4.6,6357.09,81.0,2019-06-27,No,5053.37,1303.72,25.8,Within Expected Range,0.5027,Medium,0,No,1,"Established, Higher-Income Employees"
28,Sales,Account Rep,Bachelor,37,0.0,4318.51,63.0,2024-10-01,Yes,3803.93,514.59,13.5,Within Expected Range,0.4371,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
578,Finance,Finance Manager,Bachelor,34,0.0,2961.82,56.0,2024-04-10,No,3805.87,-844.05,-22.2,Within Expected Range,0.6201,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
123,Engineering,Senior Engineer,High School,32,10.0,4646.16,72.0,2014-10-20,Yes,5532.97,-886.81,-16.0,Within Expected Range,0.3959,Medium,0,No,1,"Established, Higher-Income Employees"
803,Marketing,Marketing Analyst,Master,36,2.0,6011.52,62.0,2022-08-15,No,5284.36,727.16,13.8,Within Expected Range,0.5405,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
936,Sales,Sales Manager,Master,35,2.0,3795.83,75.0,2022-02-19,No,5160.12,-1364.29,-26.4,Within Expected Range,0.5781,Medium,0,No,0,"Short-Tenure, Lower-Income Employees"
921,Sales,Sales Executive,Bachelor,37,1.0,3877.41,77.0,2023-09-25,No,4202.64,-325.23,-7.7,Within Expected Range,0.6723,High,0,Yes,0,"Short-Tenure, Lower-Income Employees"
724,Marketing,Marketing Manager,Bachelor,29,0.0,3834.79,52.0,2024-01-04,No,3918.97,-84.18,-2.1,Within Expected Range,0.5999,Medium,0,Yes,0,"Short-Tenure, Lower-Income Employees"
